Status;Cliente
NAO_ENCONTRADO;62955505197360
NAO_ENCONTRADO;62955505182176
NAO_ENCONTRADO;62955505015199
NAO_ENCONTRADO;62955505016080
NAO_ENCONTRADO;62955505057789
NAO_ENCONTRADO;62955505058599
NAO_ENCONTRADO;62955505177504
NAO_ENCONTRADO;62955505197521
NAO_ENCONTRADO;62955505000167
NAO_ENCONTRADO;62955505182257
NAO_ENCONTRADO;62955505379395
NAO_ENCONTRADO;62955505157066
NAO_ENCONTRADO;62955505015431
NAO_ENCONTRADO;62955505359360
NAO_ENCONTRADO;62955505375721
NAO_ENCONTRADO;62955505878987
NAO_ENCONTRADO;62955505016918
NAO_ENCONTRADO;62955505405140
